geometry,name,longitude,latitude,amenity_type
POINT (-0.1106264 51.5619225),Blue Nile,-0.1106264,51.5619225,restaurant
POINT (-0.1101369 51.5624527),Langano,-0.1101369,51.5624527,restaurant
POINT (-0.1102053 51.5624319),La Bonita,-0.1102053,51.5624319,restaurant
POINT (-0.1100135 51.5621309),HDMona,-0.1100135,51.5621309,restaurant
POINT (-0.1392023 51.5554991),Authentique Epicerie  & Bar,-0.1392023,51.5554991,restaurant
POINT (-0.3285146 51.471572),G.O.A.T.'s,-0.3285146,51.471572,restaurant
POINT (-0.328584 51.4705118),Twickenham Spice,-0.328584,51.4705118,restaurant
POINT (-0.2221699 51.5482408),Istanbul Shish Grill,-0.2221699,51.5482408,restaurant
POINT (-0.1404775 51.4539786),33 Abbeville Road,-0.1404775,51.4539786,restaurant
POINT (-0.1322234 51.6473427),Ya Souvlaki,-0.1322234,51.6473427,restaurant
POINT (-0.1392622 51.5559426),Kkini,-0.1392622,51.5559426,restaurant
POINT (-0.1392064 51.5560105),EastWest Pizza,-0.1392064,51.5560105,restaurant
POINT (-0.1389108 51.5564345),Et House,-0.1389108,51.5564345,restaurant
POINT (-0.361098 51.4680047),Bombay Wok,-0.361098,51.4680047,restaurant
POINT (-0.1017749 51.5031927),Bala Baya,-0.1017749,51.5031927,restaurant
POINT (-0.1414649 51.5910933),Franco Manca,-0.1414649,51.5910933,restaurant
POINT (-0.1604428 51.365993),New Shanghai Pearl,-0.1604428,51.365993,restaurant
POINT (-0.1018118 51.5033013),Macellaio,-0.1018118,51.5033013,restaurant
POINT (-0.057508 51.5363638),ACE Pizza,-0.057508,51.5363638,restaurant
POINT (-0.340022 51.4388772),Sopa Thai Restaurant,-0.340022,51.4388772,restaurant
POINT (-0.1160146 51.5295601),Laoma,-0.1160146,51.5295601,restaurant
POINT (-0.0889474 51.5277137),Moor & Mead,-0.0889474,51.5277137,restaurant
POINT (-0.0801378 51.5620409),Schnitzel Forever,-0.0801378,51.5620409,restaurant
POINT (-0.3202466 51.5109045),The Best Broasted,-0.3202466,51.5109045,restaurant
POINT (-0.3208077 51.5108308),Abu Zaad,-0.3208077,51.5108308,restaurant
POINT (-0.0194705 51.5042172),Caravan,-0.0194705,51.5042172,restaurant
POINT (0.0498428 51.3899031),Mustard,0.0498428,51.3899031,restaurant
POINT (-0.1387576 51.5413179),DeGusto,-0.1387576,51.5413179,restaurant
POINT (-0.0136154 51.4574511),The Sushi Co,-0.0136154,51.4574511,restaurant
POINT (0.0053778 51.5118125),Nebula,0.0053778,51.5118125,restaurant
POINT (-0.3591884 51.4686938),Mewal Garden,-0.3591884,51.4686938,restaurant
POINT (0.0564982 51.4506553),PizzaExpress,0.0564982,51.4506553,restaurant
POINT (0.0566774 51.450639),Nando's,0.0566774,51.450639,restaurant
POINT (-0.1383757 51.4620574),Bird and Tie,-0.1383757,51.4620574,restaurant
POINT (-0.1399721 51.4544549),Camile Thai,-0.1399721,51.4544549,restaurant
POINT (-0.0662586 51.5543383),Tom's Pasta,-0.0662586,51.5543383,restaurant
POINT (-0.0877257 51.5247387),Daffodil Mulligan,-0.0877257,51.5247387,restaurant
POINT (-0.0087389 51.5323314),Jim & Tonic,-0.0087389,51.5323314,restaurant
POINT (-0.1970798 51.499438),Pascor Restaurant,-0.1970798,51.499438,restaurant
POINT (0.0262213 51.5793081),India Garden,0.0262213,51.5793081,restaurant
POINT (-0.1237757 51.5298652),Magenta Restaurant,-0.1237757,51.5298652,restaurant
POINT (-0.0759059 51.5159728),Bottega Sicula,-0.0759059,51.5159728,restaurant
POINT (-0.1301585 51.5110421),Ruby Blue,-0.1301585,51.5110421,restaurant
POINT (-0.1345102 51.5108299),Indian Balti House,-0.1345102,51.5108299,restaurant
POINT (-0.3077733 51.512547),Teatro Hall,-0.3077733,51.512547,restaurant
POINT (-0.1757352 51.5430274),Deliveroo Swiss Cottage,-0.1757352,51.5430274,restaurant
POINT (-0.1754829 51.5437538),Mia,-0.1754829,51.5437538,restaurant
POINT (-0.3588883 51.4548716),Fung's Kitchen,-0.3588883,51.4548716,restaurant
POINT (0.0745182 51.5055248),Café Spice Namasté,0.0745182,51.5055248,restaurant
POINT (-0.1427984 51.5207409),Caravan,-0.1427984,51.5207409,restaurant
POINT (-0.3553677 51.4279782),Ureshi Sushi Master,-0.3553677,51.4279782,restaurant
POINT (-0.2664706 51.4688347),Zeytin Turkish Cuisine,-0.2664706,51.4688347,restaurant
POINT (0.0755874 51.3904842),Indian Essence,0.0755874,51.3904842,restaurant
POINT (-0.2868599 51.4667617),Sushi Gourmet,-0.2868599,51.4667617,restaurant
POINT (-0.1726579 51.5433977),Arabesque,-0.1726579,51.5433977,restaurant
POINT (-0.1759506 51.5449405),Little Sichuan,-0.1759506,51.5449405,restaurant
POINT (-0.304545 51.5120577),Castano Lounge,-0.304545,51.5120577,restaurant
POINT (0.0724257 51.3889745),Coral Sea,0.0724257,51.3889745,restaurant
POINT (-0.0744122 51.5243902),Cecconi's Shoreditch,-0.0744122,51.5243902,restaurant
POINT (-0.3057611 51.4973867),Sala Thai,-0.3057611,51.4973867,restaurant
POINT (-0.0927863 51.5248511),BBQ & Bar,-0.0927863,51.5248511,restaurant
POINT (-0.1251149 51.5174436),Pane Cunzato - Italian Pizza Restaurant,-0.1251149,51.5174436,restaurant
POINT (-0.3153592 51.4380407),Bell & Buon,-0.3153592,51.4380407,restaurant
POINT (-0.2675946 51.5068321),Toteil,-0.2675946,51.5068321,restaurant
POINT (-0.2676677 51.5068356),Al Beik,-0.2676677,51.5068356,restaurant
POINT (-0.2684073 51.5068735),Grounded,-0.2684073,51.5068735,restaurant
POINT (-0.2645899 51.506427),Acton Charcoal Grill,-0.2645899,51.506427,restaurant
POINT (-0.2648554 51.5064391),Al Zain,-0.2648554,51.5064391,restaurant
POINT (-0.2658185 51.5064968),Ku-Sheng Peng,-0.2658185,51.5064968,restaurant
POINT (-0.2713376 51.5074228),German Doner Kebab,-0.2713376,51.5074228,restaurant
POINT (-0.2704561 51.508242),Al Baladi,-0.2704561,51.508242,restaurant
POINT (-0.2707927 51.5081859),Yasmen Restaurant,-0.2707927,51.5081859,restaurant
POINT (-0.2710238 51.5076073),CoconutBKK,-0.2710238,51.5076073,restaurant
POINT (-0.0195873 51.5051244),Shutters,-0.0195873,51.5051244,restaurant
POINT (-0.2655447 51.5085756),Pizzaria Hadrians,-0.2655447,51.5085756,restaurant
POINT (-0.1766875 51.5452755),Saffron Circle,-0.1766875,51.5452755,restaurant
POINT (-0.1768213 51.545322),Green Cottage,-0.1768213,51.545322,restaurant
POINT (-0.176474 51.5451895),Tony's Pita,-0.176474,51.5451895,restaurant
POINT (-0.176591 51.545237),Duck Duck Goose,-0.176591,51.545237,restaurant
POINT (-0.1771143 51.5454314),Pizza Paradiso,-0.1771143,51.5454314,restaurant
POINT (-0.2758015 51.5084307),Peony London,-0.2758015,51.5084307,restaurant
POINT (-0.3057241 51.4972021),Starvin marvin,-0.3057241,51.4972021,restaurant
POINT (-0.2761824 51.6139095),Nando's,-0.2761824,51.6139095,restaurant
POINT (-0.3065672 51.4999521),Tapinos,-0.3065672,51.4999521,restaurant
POINT (-0.3054331 51.4975967),Royal Lahore,-0.3054331,51.4975967,restaurant
POINT (0.025106 51.5462804),Dnister Restaurant,0.025106,51.5462804,restaurant
POINT (-0.1789591 51.5459666),My Tortellini,-0.1789591,51.5459666,restaurant
POINT (-0.0714338 51.5858409),Chuku‘s,-0.0714338,51.5858409,restaurant
POINT (-0.0862045 51.5045262),Aqua Shard,-0.0862045,51.5045262,restaurant
POINT (-0.0867593 51.5216989),Haz,-0.0867593,51.5216989,restaurant
POINT (-0.0903798 51.5062423),Mallow,-0.0903798,51.5062423,restaurant
POINT (-0.0008904 51.4860492),Midpoint Restaurant,-0.0008904,51.4860492,restaurant
POINT (-0.0198769 51.5057838),Inamo Sushi,-0.0198769,51.5057838,restaurant
POINT (-0.0198949 51.5058021),Pasta Evangelists,-0.0198949,51.5058021,restaurant
POINT (-0.0198881 51.5058193),Baoziinn,-0.0198881,51.5058193,restaurant
POINT (-0.0198823 51.5058338),Gopal's Corner,-0.0198823,51.5058338,restaurant
POINT (-0.1469994 51.4826435),Roti King,-0.1469994,51.4826435,restaurant
POINT (-0.0224209 51.5408372),Lanterna,-0.0224209,51.5408372,restaurant
POINT (-0.1255157 51.5149493),Bab Mansour,-0.1255157,51.5149493,restaurant
POINT (-0.1085447 51.462914),Okan,-0.1085447,51.462914,restaurant
POINT (-0.1570398 51.5203953),Franco Manca,-0.1570398,51.5203953,restaurant
POINT (-0.1251431 51.5808259),Bar Esteban,-0.1251431,51.5808259,restaurant
POINT (-0.1252499 51.5808852),Nonnos Pizza,-0.1252499,51.5808852,restaurant
POINT (-0.1925621 51.4572755),Crust Bros,-0.1925621,51.4572755,restaurant
POINT (0.0769093 51.5377666),Pablo's Pizza,0.0769093,51.5377666,restaurant
POINT (-0.1319281 51.3679068),Tuk Tuk Thai Cuisine,-0.1319281,51.3679068,restaurant
POINT (-0.0563957 51.5465397),Sutton and Sons Fish & Chips,-0.0563957,51.5465397,restaurant
POINT (-0.0562487 51.5465458),Kome Express,-0.0562487,51.5465458,restaurant
POINT (-0.0564693 51.5465367),Sylvie’s Kitchen,-0.0564693,51.5465367,restaurant
POINT (0.0018185 51.4881951),Rox Burger,0.0018185,51.4881951,restaurant
POINT (-0.1370647 51.5166727),Arros QD,-0.1370647,51.5166727,restaurant
POINT (-0.1085068 51.5647808),Tonkotsu,-0.1085068,51.5647808,restaurant
POINT (-0.1082814 51.5648888),Rosa's Thai Cafe,-0.1082814,51.5648888,restaurant
POINT (-0.1087072 51.5646774),Honest Burgers,-0.1087072,51.5646774,restaurant
POINT (-0.1134398 51.5539106),Fireaway,-0.1134398,51.5539106,restaurant
POINT (-0.1264122 51.509547),Bancone,-0.1264122,51.509547,restaurant
POINT (-0.111081 51.5236581),The Drunken Butler,-0.111081,51.5236581,restaurant
POINT (0.0691209 51.4908245),ViB Bar,0.0691209,51.4908245,restaurant
POINT (-0.316174 51.5257456),Pizza Piccolo,-0.316174,51.5257456,restaurant
POINT (-0.3159534 51.5257893),Lisa's Restaurant,-0.3159534,51.5257893,restaurant
POINT (-0.1336466 51.5131788),Rudy's Neapolitan Pizza,-0.1336466,51.5131788,restaurant
POINT (-0.1249874 51.537718),Arabica,-0.1249874,51.537718,restaurant
POINT (-0.2062259 51.4749368),Boys 'n' Berry,-0.2062259,51.4749368,restaurant
POINT (-0.1472697 51.5858627),Fornaaro Pizzeria,-0.1472697,51.5858627,restaurant
POINT (-0.1239637 51.5297899),Spagnoletti,-0.1239637,51.5297899,restaurant
POINT (0.0163028 51.4061463),PizzaExpress,0.0163028,51.4061463,restaurant
POINT (-0.0820253 51.5048766),1751 Distillery Bar & Kitchen,-0.0820253,51.5048766,restaurant
POINT (-0.0186236 51.4731398),D'luxx,-0.0186236,51.4731398,restaurant
POINT (-0.082255 51.5041889),Flat Iron,-0.082255,51.5041889,restaurant
POINT (-0.074259 51.5558104),Eatique,-0.074259,51.5558104,restaurant
POINT (-0.3070078 51.4579276),Peggy Jean at Riverside Green,-0.3070078,51.4579276,restaurant
POINT (-0.1267517 51.5096176),Nutshell,-0.1267517,51.5096176,restaurant
POINT (-0.0838077 51.5291786),Sodo Pizza,-0.0838077,51.5291786,restaurant
POINT (-0.1062003 51.5026314),Bar + Block Steakhouse,-0.1062003,51.5026314,restaurant
POINT (-0.0834794 51.5041797),Honest Burgers,-0.0834794,51.5041797,restaurant
POINT (-0.083645 51.5043745),Pizza Pilgrims,-0.083645,51.5043745,restaurant
POINT (-0.0920185 51.5055963),Parrillan,-0.0920185,51.5055963,restaurant
POINT (-0.0922233 51.5055225),Brother Marcus,-0.0922233,51.5055225,restaurant
POINT (-0.0920724 51.5054528),Barrafina,-0.0920724,51.5054528,restaurant
POINT (-0.0838464 51.5045671),Comptoir Libanais,-0.0838464,51.5045671,restaurant
POINT (-0.0926287 51.50686),Burger & Beyond,-0.0926287,51.50686,restaurant
POINT (-0.1149511 51.5014626),Banh Bao Brothers,-0.1149511,51.5014626,restaurant
POINT (-0.1151214 51.5015695),Passyunk Avenue,-0.1151214,51.5015695,restaurant
POINT (-0.3012976 51.4838099),Pappadums,-0.3012976,51.4838099,restaurant
POINT (-0.3006684 51.4841358),Gyoza San,-0.3006684,51.4841358,restaurant
POINT (-0.3014981 51.4836908),Galata Pera,-0.3014981,51.4836908,restaurant
POINT (-0.3378674 51.5813275),Noodle Stop,-0.3378674,51.5813275,restaurant
POINT (-0.119443 51.3626495),Tai Tung,-0.119443,51.3626495,restaurant
POINT (-0.0715527 51.4976984),Bone Daddies,-0.0715527,51.4976984,restaurant
POINT (-0.0812174 51.4985128),baccalà,-0.0812174,51.4985128,restaurant
POINT (-0.0812289 51.4984834),Jose Pizarro,-0.0812289,51.4984834,restaurant
POINT (-0.0193625 51.3765978),Curry House,-0.0193625,51.3765978,restaurant
POINT (-0.0194979 51.3766372),Indian Diner,-0.0194979,51.3766372,restaurant
POINT (-0.019569 51.3766548),Harpers,-0.019569,51.3766548,restaurant
POINT (-0.0198895 51.3767552),Corza,-0.0198895,51.3767552,restaurant
POINT (-0.0148908 51.375681),PizzaExpress,-0.0148908,51.375681,restaurant
POINT (-0.0186443 51.3764295),Kitchen,-0.0186443,51.3764295,restaurant
POINT (-0.0207964 51.3772229),Topolino,-0.0207964,51.3772229,restaurant
POINT (-0.0201987 51.3771162),The Diwana Restaurant,-0.0201987,51.3771162,restaurant
POINT (-0.0200036 51.3770445),Curry Corner,-0.0200036,51.3770445,restaurant
POINT (-0.0177557 51.3764167),Hisar,-0.0177557,51.3764167,restaurant
POINT (-0.0176144 51.3763802),Scott's Kitchen,-0.0176144,51.3763802,restaurant
POINT (-0.0115782 51.3752116),Sonargaon,-0.0115782,51.3752116,restaurant
POINT (-0.0112513 51.3751343),H2O,-0.0112513,51.3751343,restaurant
POINT (-0.0798734 51.4989834),Bermondsey Larder,-0.0798734,51.4989834,restaurant
POINT (-0.2424956 51.4934083),,-0.2424956,51.4934083,restaurant
POINT (-0.0814526 51.4980734),Flour & Grape,-0.0814526,51.4980734,restaurant
POINT (-0.150484 51.5617874),London Shell Co,-0.150484,51.5617874,restaurant
POINT (-0.1261387 51.5127206),miscusi Covent Garden,-0.1261387,51.5127206,restaurant
POINT (-0.0038616 51.5065619),Scoff & Banter,-0.0038616,51.5065619,restaurant
POINT (-0.1364499 51.4630869),,-0.1364499,51.4630869,restaurant
POINT (-0.3037411 51.4110002),Franco Manca,-0.3037411,51.4110002,restaurant
POINT (-0.0135193 51.5027246),Patty & Bun,-0.0135193,51.5027246,restaurant
POINT (-0.0128502 51.5030398),Feels Like June,-0.0128502,51.5030398,restaurant
POINT (0.0016717 51.4880679),Kawagishi,0.0016717,51.4880679,restaurant
POINT (-0.428357 51.4535199),Selekt Chicken,-0.428357,51.4535199,restaurant
POINT (-0.3646741 51.4787173),Baghban Peri Peri,-0.3646741,51.4787173,restaurant
POINT (-0.3647432 51.4787186),Ma Ma's Nepalese Kitchen,-0.3647432,51.4787186,restaurant
POINT (-0.0709791 51.5144482),Alter,-0.0709791,51.5144482,restaurant
POINT (-0.0124661 51.459198),Enish,-0.0124661,51.459198,restaurant
POINT (-0.1308594 51.509793),Whitcombs,-0.1308594,51.509793,restaurant
POINT (-0.0888363 51.5258237),Wagamama,-0.0888363,51.5258237,restaurant
POINT (-0.1178006 51.5478199),Rack and Bone Smokehouse and Grill,-0.1178006,51.5478199,restaurant
POINT (-0.1527561 51.5208077),Lita Marylebone,-0.1527561,51.5208077,restaurant
POINT (-0.1602615 51.5137036),Wagamama,-0.1602615,51.5137036,restaurant
POINT (-0.1057394 51.5339859),Pelicana Chicken,-0.1057394,51.5339859,restaurant
POINT (-0.0043369 51.4538235),Cafe Green,-0.0043369,51.4538235,restaurant
POINT (-0.0763761 51.4997319),Poulet,-0.0763761,51.4997319,restaurant
POINT (-0.0198187 51.4445565),The Real Turkish,-0.0198187,51.4445565,restaurant
POINT (-0.0201674 51.5051711),Gallio,-0.0201674,51.5051711,restaurant
POINT (-0.0843074 51.5248855),Calm Indian Cow,-0.0843074,51.5248855,restaurant
POINT (0.0667878 51.4914283),Nando's,0.0667878,51.4914283,restaurant
POINT (0.0635208 51.4932507),Star Banqueting,0.0635208,51.4932507,restaurant
POINT (0.0667363 51.4888925),Roosters Piri Piri,0.0667363,51.4888925,restaurant
POINT (-0.1137558 51.3564255),Nando's,-0.1137558,51.3564255,restaurant
POINT (-0.0147866 51.4731125),Taksim,-0.0147866,51.4731125,restaurant
POINT (-0.3391611 51.5813745),Haute Dolci,-0.3391611,51.5813745,restaurant
POINT (-0.0755544 51.5510588),Shuk,-0.0755544,51.5510588,restaurant
POINT (-0.1424115 51.466591),,-0.1424115,51.466591,restaurant
POINT (-0.3049739 51.5114773),YouMeSushi,-0.3049739,51.5114773,restaurant
POINT (-0.4380316 51.4812092),Carluccios,-0.4380316,51.4812092,restaurant
POINT (-0.1018136 51.5033263),Bala Baya,-0.1018136,51.5033263,restaurant
POINT (-0.3044736 51.5122965),Comptoir Libanais,-0.3044736,51.5122965,restaurant
POINT (-0.0622574 51.3435238),Yang Yang,-0.0622574,51.3435238,restaurant
POINT (-0.3072334 51.5123064),Kanada-Ya,-0.3072334,51.5123064,restaurant
POINT (0.0462818 51.535075),Udaya,0.0462818,51.535075,restaurant
POINT (-0.102006 51.5302386),Tanakatsu,-0.102006,51.5302386,restaurant
POINT (-0.0706021 51.5252369),Wicked Wings Co,-0.0706021,51.5252369,restaurant
POINT (-0.071013 51.5250345),Sushi Show Shoreditch,-0.071013,51.5250345,restaurant
POINT (-0.0197994 51.5909751),Le Delice in the Park,-0.0197994,51.5909751,restaurant
POINT (-0.1259399 51.5812674),Basilico,-0.1259399,51.5812674,restaurant
POINT (-0.1039908 51.5384851),JIJI,-0.1039908,51.5384851,restaurant
POINT (-0.1035784 51.5384098),OMNOM,-0.1035784,51.5384098,restaurant
POINT (-0.1035734 51.5384505),Prezzo,-0.1035734,51.5384505,restaurant
POINT (-0.1182159 51.5826259),Ivie & Co.,-0.1182159,51.5826259,restaurant
POINT (-0.1194417 51.5821531),Bengal,-0.1194417,51.5821531,restaurant
POINT (0.1790393 51.4510713),Assos Restaurant,0.1790393,51.4510713,restaurant
POINT (0.1769549 51.4531402),British Raj,0.1769549,51.4531402,restaurant
POINT (-0.2016365 51.6565907),Brothers Kitchen,-0.2016365,51.6565907,restaurant
POINT (0.0118507 51.5172646),55 Square,0.0118507,51.5172646,restaurant
POINT (0.016789 51.5198122),Albina,0.016789,51.5198122,restaurant
POINT (0.0213813 51.5219779),E13 Grill & Restaurant,0.0213813,51.5219779,restaurant
POINT (0.0187847 51.5203587),Nikki's Place,0.0187847,51.5203587,restaurant
POINT (0.0204473 51.5211465),Samrat,0.0204473,51.5211465,restaurant
POINT (0.0230839 51.5223852),Le Kitchen,0.0230839,51.5223852,restaurant
POINT (0.0238573 51.5226059),New World,0.0238573,51.5226059,restaurant
POINT (-0.1190103 51.4865521),Daebak,-0.1190103,51.4865521,restaurant
POINT (0.0287126 51.5006674),Kaboom,0.0287126,51.5006674,restaurant
POINT (0.1505926 51.455939),Zizzi,0.1505926,51.455939,restaurant
POINT (0.1499221 51.4563702),Bella Italia,0.1499221,51.4563702,restaurant
POINT (0.104666 51.528923),Monsoon Grill,0.104666,51.528923,restaurant
POINT (0.1046459 51.5287837),Greedy Panda,0.1046459,51.5287837,restaurant
POINT (-0.0777213 51.5030905),Rosa's Thai Cafe,-0.0777213,51.5030905,restaurant
POINT (0.0844679 51.4900257),Fusion,0.0844679,51.4900257,restaurant
POINT (-0.1486346 51.5424127),It's all Greek to me,-0.1486346,51.5424127,restaurant
POINT (-0.1888865 51.5182053),Tedzukuri,-0.1888865,51.5182053,restaurant
POINT (-0.1022462 51.5302661),Tanakatsu,-0.1022462,51.5302661,restaurant
POINT (-0.1756397 51.6131372),Shah Abbas,-0.1756397,51.6131372,restaurant
POINT (-0.0135114 51.5031149),Dishoom,-0.0135114,51.5031149,restaurant
POINT (0.0365149 51.5370174),Spice Cottage,0.0365149,51.5370174,restaurant
POINT (0.0175647 51.4836616),Royal Nepalese,0.0175647,51.4836616,restaurant
POINT (-0.0832925 51.5027772),Bob's Lobster,-0.0832925,51.5027772,restaurant
POINT (-0.0842104 51.5030932),Smashing Plates,-0.0842104,51.5030932,restaurant
POINT (-0.2810627 51.5025244),Aquarium,-0.2810627,51.5025244,restaurant
POINT (-0.2815589 51.5022932),Casereccio,-0.2815589,51.5022932,restaurant
POINT (-0.2554394 51.4936251),,-0.2554394,51.4936251,restaurant
POINT (-0.2554374 51.4943078),Makoto,-0.2554374,51.4943078,restaurant
POINT (-0.167031 51.4430327),L’Atelier Restaurant,-0.167031,51.4430327,restaurant
POINT (0.0285394 51.5516286),Fiore Truck,0.0285394,51.5516286,restaurant
POINT (0.0167222 51.519789),CPG Restaurant,0.0167222,51.519789,restaurant
POINT (-0.3405248 51.6240873),Adrian Gordon Restaurant,-0.3405248,51.6240873,restaurant
POINT (-0.1347768 51.5182654),Bricco e Bacco,-0.1347768,51.5182654,restaurant
POINT (-0.1140013 51.5221688),Chamisse,-0.1140013,51.5221688,restaurant
POINT (-0.3204854 51.4364732),Mr. Panda,-0.3204854,51.4364732,restaurant
POINT (-0.123366 51.5106769),Benihana,-0.123366,51.5106769,restaurant
POINT (0.0323573 51.5179638),Charcoal Restaurant,0.0323573,51.5179638,restaurant
POINT (0.0323538 51.518057),East Ocean,0.0323538,51.518057,restaurant
POINT (-0.272118 51.5073455),Kayra,-0.272118,51.5073455,restaurant
POINT (-0.2710257 51.5071002),Tasty Greek Souvlaki,-0.2710257,51.5071002,restaurant
POINT (0.0137878 51.486245),Castellano's Pizza,0.0137878,51.486245,restaurant
POINT (0.0135741 51.4859652),My Shawarma,0.0135741,51.4859652,restaurant
